登記編號,工廠名稱,工廠地址,縣市別代碼,地址_行政區域代碼,地址_村里,地址_街路門牌,符合之產業類別
99658044,輝煌國際股份有限公司工廠,臺南市仁德區保安里開發二路16號,67000,67000270,保安里,開發二路16號,08食品製造業
99658045,隆佑興業股份有限公司安佑廠,臺南市仁德區保安里開發六路46號,67000,67000270,保安里,開發六路46號,08食品製造業
99658067,芳榮米廠,臺南市後壁區長短樹里長短樹1號,67000,67000050,長短樹里,長短樹1號,08食品製造業
99658083,吉星農化股份有限公司,臺南市仁德區保安里開發五路2號,67000,67000270,保安里,開發五路2號,08食品製造業
99658096,東和蜂業有限公司,臺南市東山區東正里東勢8、8之1號,67000,67000060,東正里,東勢8、8之1號,08食品製造業
99658112,東和蜂業有限公司第一廠,臺南市東山區東正里東勢1之18號,67000,67000060,東正里,東勢1之18號,08食品製造業
99658114,後壁區農會碾米工廠,臺南市後壁區後壁里97號,67000,67000050,後壁里,97號,08食品製造業
99658118,後壁區農會安溪碾米工廠,臺南市後壁區頂安里300號,67000,67000050,頂安里,300號,08食品製造業
99658119,後壁區農會菁寮碾米工廠,臺南市後壁區墨林里346號,67000,67000050,墨林里,346號,08食品製造業
99658123,寶達香企業有限公司,臺南市麻豆區保安里興中路69號,67000,67000070,保安里,興中路69號,08食品製造業
99658129,專味香食品廠,臺南市麻豆區南勢里關帝廟14之2號,67000,67000070,南勢里,關帝廟14之2號,08食品製造業
99658132,穀豐碾米工廠,臺南市柳營區士林里長榮路六段600號,67000,67000040,士林里,長榮路六段600號,08食品製造業
99658133,德昌碾米工廠,臺南市柳營區人和里雙和路107號,67000,67000040,人和里,雙和路107號,08食品製造業
99658166,榮興碾米工廠,臺南市後壁區上茄苳里上茄苳3之7號,67000,67000050,上茄苳里,上茄苳3之7號,08食品製造業
99658174,金順穗碾米工廠,臺南市麻豆區新興里光復路54號,67000,67000070,新興里,光復路54號,08食品製造業
99658182,同榮碾米工廠,臺南市後壁區新嘉里白沙屯170號,67000,67000050,新嘉里,白沙屯170號,08食品製造業
99658183,振發碾米工廠,臺南市麻豆區穀興里光復路83號,67000,67000070,穀興里,光復路83號,08食品製造業
99658188,龍杏生技製藥股份有限公司,臺南市佳里區下營里下115號之1A棟,67000,67000120,下營里,下115號之1A棟,"20藥品及醫用化學製品製造業,09飲料製造業,08食品製造業"
99658248,香珍食品工業股份有限公司,臺南市佳里區漳洲里番子寮247之5號,67000,67000120,漳洲里,番子寮247之5號,08食品製造業
99658252,協豐碾米工廠,臺南市官田區二鎮里96之2號,67000,67000100,二鎮里,96之2號,08食品製造業
99658261,臺南市官田區農會碾米工廠,臺南市官田區隆田里文化街25號,67000,67000100,隆田里,文化街25號,08食品製造業
99658274,大德碾米加工所,臺南市下營區茅港里中營748號,67000,67000080,茅港里,中營748號,08食品製造業
99658310,臺南市下營區農會中營分倉碾米工廠,臺南市下營區開化里中營262號,67000,67000080,開化里,中營262號,08食品製造業
99658350,聯發碾米工廠,臺南市後壁區嘉田里上茄苳48之3號,67000,67000050,嘉田里,上茄苳48之3號,08食品製造業
99658360,嘉豪團膳便當工廠,臺南市東山區東正里183之1號1樓,67000,67000060,東正里,183之1號1樓,08食品製造業
99658400,佳泉食品廠,臺南市西港區劉厝里劉厝8之11號,67000,67000140,劉厝里,劉厝8之11號,08食品製造業
99658427,佳明食品有限公司,臺南市佳里區海澄里萊芊寮17之9號,67000,67000120,海澄里,萊芊寮17之9號,08食品製造業
99658449,南都化學製藥股份有限公司,臺南市佳里區佳化里佳里興39號,67000,67000120,佳化里,佳里興39號,"20藥品及醫用化學製品製造業,08食品製造業"
99658464,三合成商號,臺南市佳里區興化里佳里興442之2號,67000,67000120,興化里,佳里興442之2號,08食品製造業
99658465,生展生物科技股份有限公司,臺南市新營區土庫里開元路154號Ａ棟,67000,67000010,土庫里,開元路154號Ａ棟,"20藥品及醫用化學製品製造業,08食品製造業,09飲料製造業"
99658466,東成飼料股份有限公司,臺南市學甲區新達里瓦寮22之3號,67000,67000130,新達里,瓦寮22之3號,"08食品製造業,18化學材料及肥料製造業"
99658480,和興食品工廠,臺南市學甲區中洲里中洲346之1號,67000,67000130,中洲里,中洲346之1號,08食品製造業
99658482,清發碾米工廠,臺南市下營區下營里民族一街1號,67000,67000080,下營里,民族一街1號,08食品製造業
99658491,淮揚實業有限公司,臺南市下營區宅內里人和三街96號,67000,67000080,宅內里,人和三街96號,08食品製造業
99658511,永村精米工廠,臺南市學甲區光華里頭港子2號,67000,67000130,光華里,頭港子2號,08食品製造業
99658512,素素食品廠,臺南市西港區檨林里31之1號,67000,67000140,檨林里,31之1號,08食品製造業
99658539,源福碾米工廠,臺南市下營區開化里中營238號,67000,67000080,開化里,中營238號,08食品製造業
99658542,新協豐碾米廠,臺南市七股區大埕里327號,67000,67000150,大埕里,327號,08食品製造業
99658559,吉益碾米工廠,臺南市官田區二鎮里2鎮里2鎮61之1號,67000,67000100,二鎮里,2鎮61之1號,08食品製造業
99658567,青玉生物科技股份有限公司,臺南市佳里區塭內里東勢寮1號,67000,67000120,塭內里,東勢寮1號,08食品製造業
99658583,臺南市六甲區農會第二碾米工廠,臺南市六甲區中社里林鳳營21號,67000,67000090,中社里,林鳳營21號,08食品製造業
99658584,臺南市六甲區農會第三碾米工廠,臺南市六甲區菁埔里菁埔317 號,67000,67000090,菁埔里,菁埔317 號,08食品製造業
99658586,玉眾實業有限公司新營廠,臺南市柳營區人和里義士路5段690號Ｂ棟,67000,67000040,人和里,義士路5段690號Ｂ棟,08食品製造業
99658590,學甲區農會碾米工廠,臺南市學甲區新達里中山路45號,67000,67000130,新達里,中山路45號,08食品製造業
99658604,農合豐碾米工廠,臺南市西港區劉厝里劉厝20之1號,67000,67000140,劉厝里,劉厝20之1號,08食品製造業
99658611,尚益冰品廠,臺南市學甲區三慶里新芳41之1號,67000,67000130,三慶里,新芳41之1號,08食品製造業
99658622,農大碾米工廠,臺南市西港區港東里八份70之1號,67000,67000140,港東里,八份70之1號,08食品製造業
99658623,農民號碾米工廠,臺南市西港區後營里後營283之4號,67000,67000140,後營里,後營283之4號,08食品製造業
99658634,慶春碾米工廠,臺南市後壁區新東里新港東26之1號,67000,67000050,新東里,新港東26之1號,08食品製造業
99658637,大洋飼料股份有限公司,臺南市西港區慶安里中山路483之30號,67000,67000140,慶安里,中山路483之30號,08食品製造業
99658638,米洲食品廠有限公司,臺南市西港區西港里文化路83巷1號,67000,67000140,西港里,文化路83巷1號,08食品製造業
99658641,正裕醱酵飼料工廠,臺南市新市區港墘里光華街31號,67000,67000200,港墘里,光華街31號,08食品製造業
99658644,德發碾米工廠,臺南市新化區豐榮里信義路500號,67000,67000180,豐榮里,信義路500號,08食品製造業
99658666,鳳城食品廠,臺南市新化區協興里太平街150巷129號壹樓,67000,67000180,協興里,太平街150巷129號壹樓,08食品製造業
99658690,巨農飼料股份有限公司,臺南市善化區文正里陽明路87之1號,67000,67000190,文正里,陽明路87之1號,08食品製造業
99658707,新順興碾米工廠,臺南市佳里區頂?里頂里頂3號,67000,67000120,頂?里,頂3號,08食品製造業
99658715,香雪食品企業股份有限公司,臺南市西港區西港里文化路83巷28號,67000,67000140,西港里,文化路83巷28號,08食品製造業
99658718,協源碾米工廠,臺南市善化區光文里中山路52號,67000,67000190,光文里,中山路52號,08食品製造業
99658738,信輝碾米工廠,臺南市善化區小新里小新營119之1號,67000,67000190,小新里,小新營119之1號,08食品製造業
99658751,統得食品工業股份有限公司,臺南市新市區永就里中山路195巷21、23號,67000,67000200,永就里,中山路195巷21、23號,08食品製造業
99658759,華豐碾米廠,臺南市善化區田寮里六分寮86號,67000,67000190,田寮里,六分寮86號,08食品製造業
99658766,大裕碾米廠,臺南市善化區坐駕里中正路388號,67000,67000190,坐駕里,中正路388號,08食品製造業
99658787,天生自然米廠,臺南市新化區山腳里頂山腳187號,67000,67000180,山腳里,頂山腳187號,08食品製造業
99658798,大德股份有限公司,臺南市學甲區新榮里華宗路120號,67000,67000130,新榮里,華宗路120號,08食品製造業
99658808,台山碾米工廠,臺南市新化區崙頂里崙子頂154號,67000,67000180,崙頂里,崙子頂154號,08食品製造業
99658811,同昌碾米工廠,臺南市新化區中央里中正路425號,67000,67000180,中央里,中正路425號,08食品製造業
99658833,真仁堂實業有限公司西港廠,臺南市西港區慶安里中山路447號,67000,67000140,慶安里,中山路447號,08食品製造業
99658842,統芳生物科技股份有限公司,臺南市永康區東橋里中正路279巷2弄53、55號,67000,67000310,東橋里,中正路279巷2弄53、55號,"08食品製造業,09飲料製造業"
99658853,壽香食品股份有限公司,臺南市新化區東榮里復興路238號,67000,67000180,東榮里,復興路238號,08食品製造業
99658857,保生實業股份有限公司,臺南市學甲區光華里筏子頭3之18號,67000,67000130,光華里,筏子頭3之18號,"08食品製造業,33其他製造業"
99658862,新美芳碾米工廠,臺南市新化區協興里大新路87號,67000,67000180,協興里,大新路87號,08食品製造業
99658863,順益碾米廠,臺南市安定區蘇厝里蘇厝289號,67000,67000210,蘇厝里,蘇厝289號,08食品製造業
99658893,騰龍加工廠,臺南市鹽水區水秀里土庫74之7號,67000,67000020,水秀里,土庫74之7號,08食品製造業
99658905,茂利澱粉有限公司,臺南市善化區文正里文正路25巷4號,67000,67000190,文正里,文正路25巷4號,08食品製造業
99658927,統萬股份有限公司,臺南市新市區大營里大營7之2號,67000,67000200,大營里,大營7之2號,08食品製造業
99658938,樂騏食品有限公司永康廠,臺南市永康區東橋里中山南路365巷8號,67000,67000310,東橋里,中山南路365巷8號,08食品製造業
99658946,昭連食品有限公司,臺南市永康區尚頂里正南一街118巷28號,67000,67000310,尚頂里,正南一街118巷28號,08食品製造業
99658954,臺灣可果美股份有限公司,臺南市善化區小新里小新營394號,67000,67000190,小新里,小新營394號,"08食品製造業,09飲料製造業"
99658967,新隆昌碾米廠,臺南市安定區中沙里中崙46號,67000,67000210,中沙里,中崙46號,08食品製造業
99658970,三進粉業股份有限公司,臺南市善化區什乃里什乃93號,67000,67000190,什乃里,什乃93號,08食品製造業
99658974,新南糖廠股份有限公司南化廠,臺南市南化區中坑里43號,67000,67000250,中坑里,43號,08食品製造業
99659019,玉成澱粉企業股份有限公司,臺南市善化區東隆里東勢寮212之1號,67000,67000190,東隆里,東勢寮212之1號,08食品製造業
99659033,達飛麵食有限公司,臺南市仁德區新田里義林南路988巷34號,67000,67000270,新田里,義林南路988巷34號,08食品製造業
99659068,允盛碾米廠,臺南市新營區護鎮里建國路253號,67000,67000010,護鎮里,建國路253號,08食品製造業
99659079,大昭製藥生物科技股份有限公司,臺南市官田區二鎮里建業路7號及成功街39號,67000,67000100,二鎮里,建業路7號及成功街39號,"08食品製造業,09飲料製造業"
99659082,炳翰製藥廠股份有限公司,臺南市官田區二鎮里成功街81號,67000,67000100,二鎮里,成功街81號,"20藥品及醫用化學製品製造業,08食品製造業"
99659098,臺南市白河區農會碾米工廠,臺南市白河區永安里新厝子71之127號,67000,67000030,永安里,新厝子71之127號,08食品製造業
99659170,育志澱粉工廠,臺南市善化區頂街里興農路151巷41號,67000,67000190,頂街里,興農路151巷41號,08食品製造業
99659215,聯利便當工廠,臺南市歸仁區新厝里中正南路1段77、79號,67000,67000280,新厝里,中正南路1段77、79號,08食品製造業
99659248,旺寶食品有限公司,臺南市永康區崑山里大灣路1102巷17弄140號,67000,67000310,崑山里,大灣路1102巷17弄140號,08食品製造業
99659249,有限責任台南市第一漁權會漁業生產合作社,臺南市北門區中樞里溪底寮100之7號,67000,67000170,中樞里,溪底寮100之7號,08食品製造業
99659256,弘昌碾米工廠,臺南市下營區賀建里下橋頭1之9號,67000,67000080,賀建里,下橋頭1之9號,08食品製造業
99659377,農鶴企業有限公司,臺南市仁德區一甲里太乙五街52號,67000,67000270,一甲里,太乙五街52號,08食品製造業
99659395,正章興業股份有限公司,臺南市關廟區五甲里五福路16號,67000,67000290,五甲里,五福路16號,08食品製造業
99659398,統健實業股份有限公司台南工廠,臺南市永康區?行里中正路301之1號,67000,67000310,?行里,中正路301之1號,08食品製造業
99659401,天穗製藥有限公司,臺南市仁德區一甲里中正路3段159號,67000,67000270,一甲里,中正路3段159號,"20藥品及醫用化學製品製造業,08食品製造業"
99659417,俊昇飼料股份有限公司,臺南市仁德區保安里開發七路3號A棟及B棟1樓、4樓、5樓,67000,67000270,保安里,開發七路3號A棟及B棟1樓、4樓、5樓,08食品製造業
99659561,康立食品工廠,臺南市仁德區太子里長興一街1號,67000,67000270,太子里,長興一街1號,08食品製造業
99659604,生春堂製藥工業股份有限公司,臺南市永康區王行里興工路6號,67000,67000310,王行里,興工路6號,"20藥品及醫用化學製品製造業,08食品製造業,09飲料製造業"
99659636,儀億興業股份有限公司,臺南市仁德區保安里開發六路2號及8號,67000,67000270,保安里,開發六路2號及8號,"11紡織業,08食品製造業,29機械設備製造業"
99659651,活力旺食品企業有限公司食品廠,臺南市歸仁區南保里中山七街66號,67000,67000280,南保里,中山七街66號,"08食品製造業,09飲料製造業"
99659787,億客?食品廠,臺南市仁德區一甲里太乙六街42號,67000,67000270,一甲里,太乙六街42號,08食品製造業
99659895,?宏興食品企業有限公司,臺南市永康區東橋里中正路279巷21弄43號,67000,67000310,東橋里,中正路279巷21弄43號,08食品製造業
99659906,信隆藥品工業股份有限公司,臺南市仁德區一甲里中正路3段269號,67000,67000270,一甲里,中正路3段269號,"20藥品及醫用化學製品製造業,08食品製造業"
99659938,井基實業有限公司,臺南市仁德區仁義里仁義六街116號,67000,67000270,仁義里,仁義六街116號,08食品製造業
99659967,侑星實業社,臺南市仁德區土庫里太乙十二街21號,67000,67000270,土庫里,太乙十二街21號,08食品製造業
99659968,統清股份有限公司,臺南市永康區?行里中正路301之3號,67000,67000310,?行里,中正路301之3號,08食品製造業
99660007,坤峰食品股份有限公司,臺南市仁德區太子里太子五街12號,67000,67000270,太子里,太子五街12號,08食品製造業
99660051,津好團膳便當廠,臺南市仁德區一甲里太乙七街89號,67000,67000270,一甲里,太乙七街89號,08食品製造業
99660059,勝寶實業股份有限公司,臺南市關廟區埤頭里關新一街67號Ｂ棟,67000,67000290,埤頭里,關新一街67號Ｂ棟,08食品製造業
99660142,臺南市北門區農會食品加工廠,臺南市北門區中樞里溪底寮40之2號,67000,67000170,中樞里,溪底寮40之2號,08食品製造業
99660179,金牌食品加工廠,臺南市永康區龍潭里自強路756號,67000,67000310,龍潭里,自強路756號,08食品製造業
99660236,香力食品工廠,臺南市永康區建國里復興路1巷30弄11號,67000,67000310,建國里,復興路1巷30弄11號,08食品製造業
99660383,悠利?股份有限公司,臺南市永康區建國里復興路26巷29號,67000,67000310,建國里,復興路26巷29號,08食品製造業
99660387,展昌香料廠,臺南市永康區南灣里南興路51號,67000,67000310,南灣里,南興路51號,08食品製造業
99660392,永鴻食品工業股份有限公司,臺南市永康區崑山里大灣路11ＯＯ號,67000,67000310,崑山里,大灣路11ＯＯ號,"08食品製造業,09飲料製造業"
99660481,世鑫食品股份有限公司,臺南市永康區王行里經華路16號,67000,67000310,王行里,經華路16號,08食品製造業
99660516,維仁化學興業股份有限公司,臺南市永康區王行里王行路16號,67000,67000310,王行里,王行路16號,08食品製造業
99660552,裕勝糧食有限公司,臺南市永康區尚頂里正南一街92巷37弄12及16號,67000,67000310,尚頂里,正南一街92巷37弄12及16號,08食品製造業
99660599,維生化學製藥股份有限公司,臺南市永康區王行里王行路16之1號,67000,67000310,王行里,王行路16之1號,"08食品製造業,20藥品及醫用化學製品製造業"
99660710,光賀米粉實業有限公司,臺南市永康區?洲里?行路190號,67000,67000310,?洲里,?行路190號,08食品製造業
99660823,全能營養技術股份有限公司永康廠,臺南市永康區蔦松里蔦松二街1號,67000,67000310,蔦松里,蔦松二街1號,08食品製造業
99660825,上豪便當廠,臺南市永康區西橋里中華西街63巷66號,67000,67000310,西橋里,中華西街63巷66號,08食品製造業
99660853,港香蘭藥廠股份有限公司,臺南市永康區王行里環工路9號,67000,67000310,王行里,環工路9號,"20藥品及醫用化學製品製造業,08食品製造業"
99660856,龍記山農產加工廠,臺南市永康區永康里中山北路123巷18號,67000,67000310,永康里,中山北路123巷18號,08食品製造業
99660891,大曜生物科技股份有限公司,臺南市仁德區一甲里忠義一街59號,67000,67000270,一甲里,忠義一街59號,08食品製造業
99660960,立喬實業有限公司永康工廠,臺南市永康區西橋里中山南路1號,67000,67000310,西橋里,中山南路1號,08食品製造業
99661009,德峰行糧食有限公司,臺南市永康區甲頂里中正南路381巷1號,67000,67000310,甲頂里,中正南路381巷1號,08食品製造業
99661077,福家碾米廠,臺南市後壁區菁寮里菁寮11之1號,67000,67000050,菁寮里,菁寮11之1號,08食品製造業
99673024,順傑生物科技股份有限公司,臺南市南區彰南里新和路38號、40號,67000,67000330,彰南里,新和路38號、40號,"08食品製造業,09飲料製造業"
99673080,丸楊食品有限公司,臺南市南區彰南里新孝路186號,67000,67000330,彰南里,新孝路186號,08食品製造業
99673098,黑橋牌企業股份有限公司,臺南市南區彰南里中華西路1段103號,67000,67000330,彰南里,中華西路1段103號,08食品製造業
99673117,福大食品有限公司,臺南市安南區布袋里工明路175號,67000,67000350,布袋里,工明路175號,08食品製造業
99673119,永裕麵包廠,臺南市安南區布袋里工明路177號,67000,67000350,布袋里,工明路177號,08食品製造業
99673143,光代冷藏食品工業有限公司,臺南市南區彰南里新孝路205號,67000,67000330,彰南里,新孝路205號,08食品製造業
99673155,臺鹽實業股份有限公司生技二廠,臺南市安南區鹽田里工業二路20號,67000,67000350,鹽田里,工業二路20號,08食品製造業
99673161,慈光食品有限公司,臺南市南區彰南里新孝路198號,67000,67000330,彰南里,新孝路198號,08食品製造業
99673168,允富冷凍企業股份有限公司,臺南市南區彰南里新孝路211號,67000,67000330,彰南里,新孝路211號,08食品製造業
99673169,弘富冷凍企業股份有限公司,臺南市南區彰南里新孝路209號,67000,67000330,彰南里,新孝路209號,08食品製造業
99673190,玄利實業有限公司食品廠,臺南市安南區新順里開安三街28號(前棟),67000,67000350,新順里,開安三街28號(前棟),08食品製造業
99673240,雄風企業有限公司,臺南市南區彰南里新和一路3號,67000,67000330,彰南里,新和一路3號,08食品製造業
99673249,雄風企業有限公司第二廠,臺南市南區彰南里新和一路5號,67000,67000330,彰南里,新和一路5號,08食品製造業
99673377,仲發食品股份有限公司,臺南市南區彰南里新和一路1號,67000,67000330,彰南里,新和一路1號,08食品製造業
99673409,榮記號,臺南市中西區永福里永福路2段210號,67000,67000370,永福里,永福路2段210號,08食品製造業
99673411,佳利豐企業股份有限公司,臺南市南區彰南里新樂路11號,67000,67000330,彰南里,新樂路11號,08食品製造業
99673412,全記實業有限公司,臺南市南區彰南里新和路28之1號,67000,67000330,彰南里,新和路28之1號,08食品製造業
99673621,台南泰成興業有限公司,臺南市安南區溪墘里海佃路1段418號,67000,67000350,溪墘里,海佃路1段418號,08食品製造業
99673684,長壽化工廠有限公司,臺南市南區彰南里新樂路66號,67000,67000330,彰南里,新樂路66號,08食品製造業
99673749,新涼涼冰果室,臺南市中西區萬昌里民權路1段41號,67000,67000370,萬昌里,民權路1段41號,08食品製造業
99673815,友賓食品工業有限公司,臺南市安南區安順里開安三街35號,67000,67000350,安順里,開安三街35號,08食品製造業
99673873,大富食品有限公司,臺南市東區崇善里崇善二街32號,67000,67000320,崇善里,崇善二街32號,08食品製造業
99673877,福樂國際烘焙坊,臺南市中西區永福里忠義路2段113號,67000,67000370,永福里,忠義路2段113號,08食品製造業
99673881,新高食品股份有限公司,臺南市東區虎尾里東門路3段129號,67000,67000320,虎尾里,東門路3段129號,08食品製造業
99673883,舊永瑞珍製餅廠,臺南市中西區建國里永福路2段181號,67000,67000370,建國里,永福路2段181號,08食品製造業
99673889,滿香實業有限公司,臺南市安南區新順里永安二街23號,67000,67000350,新順里,永安二街23號,08食品製造業
99673908,義發豆腐工廠,臺南市中西區建國里民生路1段181巷16號,67000,67000370,建國里,民生路1段181巷16號,08食品製造業
99673934,合成豆腐工廠,臺南市中西區福安里友愛街107號,67000,67000370,福安里,友愛街107號,08食品製造業
99673935,美芝城實業股份有限公司,臺南市南區彰南里新平路7之1號,67000,67000330,彰南里,新平路7之1號,08食品製造業
99673979,源斌米行,臺南市東區崇學里崇德路309號,67000,67000320,崇學里,崇德路309號,08食品製造業
99673991,仁豐碾米廠,臺南市安南區公塭里公學路5段359號,67000,67000350,公塭里,公學路5段359號,08食品製造業
99674009,帆船食品廠,臺南市安南區新順里永安路22號,67000,67000350,新順里,永安路22號,08食品製造業
99674022,蘇州釆芝齋,臺南市東區大德里大同路2段119號,67000,67000320,大德里,大同路2段119號,08食品製造業
99674077,金復興製粉工廠,臺南市中西區小西里府前路1段359巷5號,67000,67000370,小西里,府前路1段359巷5號,08食品製造業
99674127,耀興食品廠,臺南市東區大同里大同路1段73巷6號,67000,67000320,大同里,大同路1段73巷6號,08食品製造業
99674302,同進米廠,臺南市東區新東里裕豐街135號,67000,67000320,新東里,裕豐街135號,08食品製造業
99674358,中興藥品工業股份有限公司,臺南市東區和平里東門路3段98巷11號,67000,67000320,和平里,東門路3段98巷11號,"20藥品及醫用化學製品製造業,08食品製造業"
99674381,萬國製藥廠股份有限公司,臺南市東區關聖里裕農路900號,67000,67000320,關聖里,裕農路900號,"20藥品及醫用化學製品製造業,08食品製造業"
99674419,金德裕食品廠,臺南市東區虎尾里裕信路398號,67000,67000320,虎尾里,裕信路398號,08食品製造業
99674420,南帝食品有限公司,臺南市東區裕農里東寧路500號,67000,67000320,裕農里,東寧路500號,08食品製造業
99674608,明新食品企業股份有限公司工廠,臺南市南區彰南里新樂路56之1號,67000,67000330,彰南里,新樂路56之1號,08食品製造業
99674610,廣合有限公司湖美廠,臺南市中西區西湖里湖美街104巷16號,67000,67000370,西湖里,湖美街104巷16號,08食品製造業
99674650,亞都西點麵包廠,臺南市中西區大涼里府前一街55號（1樓）,67000,67000370,大涼里,府前一街55號（1樓）,08食品製造業
99674681,隆興製粉所,臺南市北區文成里文賢路520巷61號,67000,67000340,文成里,文賢路520巷61號,08食品製造業
99674686,水木碾米廠,臺南市安平區港仔里觀音街28號,67000,67000360,港仔里,觀音街28號,08食品製造業
99674732,正合米行,臺南市安平區建平里建平１４街21號,67000,67000360,建平里,建平１４街21號,08食品製造業
99674737,振興製冰廠,臺南市安平區校前里安平路75巷22弄24號,67000,67000360,校前里,安平路75巷22弄24號,08食品製造業
99674824,大福餅號,臺南市北區大和里文賢路745號,67000,67000340,大和里,文賢路745號,08食品製造業
99674834,三新碾米所,臺南市中西區光賢里武聖路21號,67000,67000370,光賢里,武聖路21號,08食品製造業
99674876,大元食品工廠,臺南市北區和順里西門路3段47巷65號,67000,67000340,和順里,西門路3段47巷65號,08食品製造業
99674918,大道碾米廠,臺南市中西區藥王里大福街6號,67000,67000370,藥王里,大福街6號,08食品製造業
99674927,久大食品便當廠,臺南市安平區億載里平豐路391巷22弄14號,67000,67000360,億載里,平豐路391巷22弄14號,08食品製造業
99674966,好口味食品廠,臺南市北區大港里中華北路1段203巷73號,67000,67000340,大港里,中華北路1段203巷73號,08食品製造業
99674987,農廳蜂業有限公司,臺南市北區新勝里北園街13之2號,67000,67000340,新勝里,北園街13之2號,08食品製造業
99674995,金瑞隆號,臺南市中西區藥王里民族路3段235號,67000,67000370,藥王里,民族路3段235號,08食品製造業
99675069,連成麥芽工廠,臺南市北區六甲里公園路451巷32號,67000,67000340,六甲里,公園路451巷32號,08食品製造業
99675232,億泰碾米工廠,臺南市南區佛壇里灣裡路494號,67000,67000330,佛壇里,灣裡路494號,08食品製造業
99675306,友僑食品工業有限公司,臺南市北區大港里大興街152號,67000,67000340,大港里,大興街152號,08食品製造業
99675350,美而美食品廠,臺南市安平區建平里建平十二街63號,67000,67000360,建平里,建平十二街63號,08食品製造業
99675354,金昌糕粉工廠,臺南市東區和平里東門路3段98巷2號,67000,67000320,和平里,東門路3段98巷2號,08食品製造業
99675406,新合吉米廠,臺南市南區新昌里西門路1段565號,67000,67000330,新昌里,西門路1段565號,08食品製造業
99675412,明正飼料股份有限公司,臺南市南區彰南里中華西路1段39號,67000,67000330,彰南里,中華西路1段39號,08食品製造業
99675480,義珍肉脯舖,臺南市東區自強里富農街1段153巷14號,67000,67000320,自強里,富農街1段153巷14號,08食品製造業
99676541,三溢製冰廠,臺南市東區崇善里崇善二街68號1樓,67000,67000320,崇善里,崇善二街68號1樓,08食品製造業
99676543,達邦蛋白股份有限公司科工廠,臺南市安南區鹽田里工業三路52號A、B、C棟,67000,67000350,鹽田里,工業三路52號A、B、C棟,08食品製造業
99676552,翰締實業有限公司,臺南市南區彰南里新平路2號之1,67000,67000330,彰南里,新平路2號之1,08食品製造業
99676687,連發米粉工廠,臺南市北區成功里西門路4段533巷3號,67000,67000340,成功里,西門路4段533巷3號,08食品製造業
99676712,金泉源麵食品有限公司,臺南市安南區布袋里工明南一路19號,67000,67000350,布袋里,工明南一路19號,08食品製造業
99676781,寶味鮮食品有限公司,臺南市安南區布袋里工明南一路3號,67000,67000350,布袋里,工明南一路3號,08食品製造業
99676840,好味珍食品行,臺南市東區泉南里府連路353號,67000,67000320,泉南里,府連路353號,08食品製造業
99676871,明櫳商行,臺南市安南區布袋里工明南二路179號,67000,67000350,布袋里,工明南二路179號,08食品製造業
99683049,加倉企業有限公司,臺南市仁德區保安里文賢路1段5Ｏ8之22號,67000,67000270,保安里,文賢路1段5Ｏ8之22號,"08食品製造業,09飲料製造業"
99683241,順升食品廠,臺南市永康區崑山里大灣路1102巷17弄104號,67000,67000310,崑山里,大灣路1102巷17弄104號,08食品製造業
99683346,米田食品工廠,臺南市新市區永就里中山路2Ｏ2之21號,67000,67000200,永就里,中山路2Ｏ2之21號,08食品製造業
99683421,惠光洋菜廠有限公司,臺南市仁德區一甲里中正路3段81號,67000,67000270,一甲里,中正路3段81號,08食品製造業
99683517,佑煌企業有限公司,臺南市麻豆區麻口里麻豆口1之15號,67000,67000070,麻口里,麻豆口1之15號,08食品製造業
99683533,永豐食品工廠,臺南市仁德區仁愛里大同路三段379號,67000,67000270,仁愛里,大同路三段379號,08食品製造業
99683562,愛肝生物科技股份有限公司食品廠,臺南市永康區蔦松里中正北路833之1號,67000,67000310,蔦松里,中正北路833之1號,"08食品製造業,09飲料製造業"
99683763,泉威食品有限公司西港廠,臺南市西港區劉厝里劉厝114之3號壹樓,67000,67000140,劉厝里,劉厝114之3號壹樓,08食品製造業
99683904,鹽水鎮冷凍肉雞產銷班肉雞電宰廠,臺南市鹽水區文昌里孫厝寮4之9號,67000,67000020,文昌里,孫厝寮4之9號,08食品製造業
99684019,嘉丞食品工廠,臺南市永康區?洲里國聖街167巷16號,67000,67000310,?洲里,國聖街167巷16號,08食品製造業
99684078,台灣糖業股份有限公司善化企業工會善化冰品製造廠,臺南市善化區溪美里溪尾310號,67000,67000190,溪美里,溪尾310號,08食品製造業
99684149,吉星食品廠,臺南市善化區南關里文昌路121號壹樓,67000,67000190,南關里,文昌路121號壹樓,08食品製造業
99684183,松高蛋品企業社,臺南市麻豆區埤頭里麻工一路408號,67000,67000070,埤頭里,麻工一路408號,08食品製造業
99684211,德盈食品有限公司,臺南市新營區新東里開元路217號,67000,67000010,新東里,開元路217號,08食品製造業
99684248,白花油國際有限公司將軍廠,臺南市將軍區忠興里忠興132之38號,67000,67000160,忠興里,忠興132之38號,08食品製造業
99684347,驛豐食品有限公司,臺南市永康區尚頂里中正南路242巷4弄24號,67000,67000310,尚頂里,中正南路242巷4弄24號,08食品製造業
99684397,龍興冰廠,臺南市新市區永就里中山路工業巷9號,67000,67000200,永就里,中山路工業巷9號,08食品製造業
99684420,聯誠生物科技有限公司,臺南市永康區?行里?和街270號,67000,67000310,?行里,?和街270號,08食品製造業
